Company,Ticker,DATE,EPS_MEAN_EST,EPS_ACT,EPS_STD_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,ACT_RPT_CODE,SALES_ACT,SALES_MEAN_EST,SALES_AMT_DIFF_SURP,SALES_PCT_DIFF_SURP,SALES_STD_DEV_EST
Host Hotels & Resorts Inc,HST,10/29/15,0.32,0.34,0.02,2015,3,2015,3,BTO,1287,1297.142,-10.142,-0.781,23.326
Humana Inc,HUM,11/6/15,2.13,2.16,0.06,2015,3,2015,3,BTO,13363,13549.135,-186.135,-1.373,176.629
Hunt J.B. Transport Services,JBHT,10/14/15,0.96,0.99,0.03,2015,3,2015,3,BTO,1586.494,1619.538,-33.044,-2.04,22.127
Huntington Bancshares (OH),HBAN,10/22/15,0.2,0.18,0.02,2015,3,2015,3,BTO,791.596,768.428,-19.854,-2.583,6.654
Illinois Tool Works Inc,ITW,10/21/15,1.36,1.39,0.02,2015,3,2015,3,BTO,3354,3436.331,-82.331,-2.395,10.015
Illumina Inc,ILMN,10/20/15,0.79,0.8,0.04,2015,3,2015,3,AMC,550.271,550.474,-0.203,-0.036,0.894
Ingersoll-Rand Plc,IR,10/27/15,1.16,1.21,0.01,2015,3,2015,3,BTO,3486.9,3506.575,-19.675,-0.561,17.158
Intel Corp,INTC,10/13/15,0.59,0.64,0.01,2015,3,2015,3,AMC,14465,14229.861,235.139,1.652,112.259
Intercontinental Exchange Inc,ICE,10/28/15,2.91,2.91,0.06,2015,3,2015,3,BTO,1151,812.4,3.6,0.443,3.209
Interpublic Group Cos,IPG,10/21/15,0.24,0.27,0.01,2015,3,2015,3,BTO,1865.5,1820.5,45,2.471,10.386
Intl Business Machines Corp,IBM,10/19/15,3.33,3.34,0.13,2015,3,2015,3,AMC,19280,19638.6,-358.6,-1.825,194.439
Intl Flavors & Fragrances,IFF,11/9/15,1.35,1.39,0.02,2015,3,2015,3,AMC,765.092,766.605,-1.513,-0.197,7.063
Intl Paper Co,IP,10/28/15,0.92,0.97,0.07,2015,3,2015,3,BTO,5691,5947.975,-256.975,-4.32,115.12
Intuitive Surgical Inc,ISRG,10/20/15,3.61,4.5,0.12,2015,3,2015,3,AMC,589.7,583.606,6.094,1.044,13.352
Invesco Ltd,IVZ,10/29/15,0.62,0.61,0.03,2015,3,2015,3,BTO,1273.5,1319.015,-45.515,-3.45,31.387
Iron Mountain Inc,IRM,10/30/15,0.49,0.55,0.02,2015,3,2015,3,BTO,746.529,764.831,-18.302,-2.392,8.669
JP Morgan Chase & Co,JPM,10/13/15,1.38,1.32,0.03,2015,3,2015,3,AMC,22780,23819.333,-1039.333,-4.363,519.076
Johnson & Johnson,JNJ,10/13/15,1.44,1.49,0.04,2015,3,2015,3,BTO,17102,17409.515,-307.515,-1.766,134.438
Johnson Controls Inc,JCI,10/29/15,1.01,1.07,0.01,2015,4,2015,3,BTO,8749,8875.91,-126.91,-1.429,439.904
Juniper Networks Inc,JNPR,10/22/15,0.43,0.48,0.02,2015,3,2015,3,AMC,1248.6,1234.781,13.819,1.119,6.116
KLA-Tencor Corporation,KLAC,10/21/15,0.56,0.71,0.01,2016,1,2015,3,BTO,642.644,626.112,16.532,2.64,2.195
Kansas City Southern Inc,KSU,10/16/15,1.22,1.21,0.02,2015,3,2015,3,BTO,631.9,639.433,-7.533,-1.178,2.458
Kellogg Co,K,11/3/15,0.83,0.85,0.03,2015,3,2015,3,BTO,3329,3440.266,-111.266,-3.234,28.874
Keurig Green Mountain Inc,GMCR,11/18/15,0.7,0.85,0.02,2015,4,2015,3,AMC,1036.964,1024.985,11.979,1.168,13.778
KeyCorp,KEY,10/15/15,0.27,0.27,0.01,2015,3,2015,3,BTO,1131,1060.088,0.912,0.086,12.61
Kimberly-Clark,KMB,10/21/15,1.49,1.51,0.02,2015,3,2015,3,BTO,4718,4647.267,70.733,1.522,59.93
Kimco Realty Corp,KIM,11/4/15,0.37,0.36,0.01,2015,3,2015,3,AMC,288.382,287.182,-3.795,-1.321,7.544
Kinder Morgan Inc,KMI,10/21/15,0.18,0.19,0.02,2015,3,2015,3,AMC,3707,3775.889,-68.889,-1.824,282.173
Kohl's Corp,KSS,8/13/15,1.14,1.07,0.03,2016,2,2015,3,BTO,4267,4309.64,-42.64,-0.989,37.387
Kroger Co,KR,9/11/15,0.4,0.44,0.01,2016,2,2015,3,BTO,25539,25593.845,-54.845,-0.214,628.84
L Brands Inc,LB,8/19/15,0.68,0.68,0.01,2016,2,2015,3,AMC,2765.237,2774.88,-9.643,-0.347,16.26
L-3 Communications Holdings,LLL,10/29/15,1.8,2.09,0.03,2015,3,2015,3,BTO,2817,2906.6,-89.6,-3.082,42.683
Lab Corp of America Hldgs,LH,10/26/15,2.07,2.07,0.04,2015,3,2015,3,BTO,2317.3,2242.23,75.07,3.348,10.906
Lam Research Corp,LRCX,10/21/15,1.7,1.82,0.01,2016,1,2015,3,BTO,1600.043,1599.968,0.075,0.004,0.053
Legg Mason Inc,LM,10/30/15,0.97,0.89,0.04,2016,2,2015,3,BTO,673.086,690.39,-17.304,-2.506,7.478
Leggett & Platt,LEG,10/29/15,0.56,0.67,0.01,2015,3,2015,3,AMC,1009.1,1050.8,-41.7,-3.968,14.835
Lennar Corp A,LEN,9/21/15,0.79,0.96,0.03,2015,3,2015,3,BTO,2491.698,2415.013,76.685,3.175,97.921
Level 3 Communications,LVLT,10/28/15,0.46,0.48,0.04,2015,3,2015,3,BTO,2062,2066.014,-4.014,-0.194,15.739
Lilly Eli & Co,LLY,10/22/15,0.76,0.89,0.02,2015,3,2015,3,BTO,4959.7,4961.546,-1.846,-0.037,87.1
Lincoln National Corp,LNC,10/28/15,1.52,1.11,0.03,2015,3,2015,3,AMC,3716,3391.1,324.9,9.58,54.753
Linear Technology Corp,LLTC,10/13/15,0.46,0.46,0.01,2016,1,2015,3,AMC,341.917,343.253,-1.336,-0.389,1.266
Lockheed Martin,LMT,10/20/15,2.7,2.77,0.04,2015,3,2015,3,BTO,11461,11042.25,418.75,3.792,110.004
Lowe's Cos Inc,LOW,8/19/15,1.23,1.2,0.01,2016,2,2015,3,BTO,17348,17308.447,39.553,0.228,100.861
LyondellBasell Industries N.V.,LYB,10/23/15,2.55,2.8,0.13,2015,3,2015,3,BTO,8334,9240.435,-906.435,-9.809,961.759
M&T Bank Corp,MTB,10/19/15,2.01,1.93,0.02,2015,3,2015,3,BTO,1209.725,1153.678,-21.152,-1.833,6.417
Macerich Co,MAC,10/27/15,0.98,1.01,0.02,2015,3,2015,3,AMC,326.262,329.822,-3.56,-1.079,14.077
Macy's Inc,M,11/11/15,0.54,0.56,0.06,2016,3,2015,4,BTO,5874,6151.486,-277.486,-4.51,53.732
Mallinckrodt plc,MNK,11/23/15,1.74,1.84,0.11,2015,4,2015,3,BTO,882.4,868.68,13.72,1.579,18.072
Marathon Oil Corp,MRO,11/4/15,-0.42,-0.2,0.06,2015,3,2015,3,AMC,1323,1398.88,-75.88,-5.424,27.181
Marathon Petroleum Corp.,MPC,10/29/15,1.8,1.76,0.07,2015,3,2015,3,BTO,18758,18189.296,568.704,3.126,2785.165
Marriott Intl A,MAR,10/28/15,0.74,0.78,0.02,2015,3,2015,3,AMC,3578,3636,-58,-1.595,36.749
Marsh & McLennan Companies,MMC,10/27/15,0.6,0.63,0.02,2015,3,2015,3,BTO,3115,3101.66,13.34,0.43,38.563
Martin Marietta Materials,MLM,11/3/15,2.15,2.04,0.11,2015,3,2015,3,BTO,1082.2,994.065,11.135,1.12,102.136
Masco Corp,MAS,10/27/15,0.31,0.34,0.02,2015,3,2015,3,BTO,1839,1887.983,-48.983,-2.594,29.142
Mastercard Inc A,MA,10/29/15,0.88,0.91,0.02,2015,3,2015,3,BTO,2530,2541.845,-11.845,-0.466,34.974
Mattel Inc,MAT,10/15/15,0.79,0.71,0.07,2015,3,2015,3,AMC,1792,1886.884,-94.884,-5.028,42.587
McCormick & Co,MKC,10/1/15,0.87,0.85,0.01,2015,3,2015,3,BTO,1059.9,1054.5,5.4,0.512,9.402
McDonald's Corp,MCD,10/22/15,1.27,1.4,0.04,2015,3,2015,3,BTO,6615.1,6440.22,174.88,2.715,70.966
McGraw Hill Financial Inc,MHFI,11/3/15,1.08,1.19,0.04,2015,3,2015,3,BTO,1324,1327.15,-3.15,-0.237,18.129
McKesson Corp,MCK,10/29/15,2.97,3.31,0.07,2016,2,2015,3,BTO,48761,47855.733,905.267,1.891,444.034
Mead Johnson Nutrition Co,MJN,10/22/15,0.85,0.8,0.03,2015,3,2015,3,BTO,977.5,1040.525,-63.025,-6.057,13.192
Medtronic plc,MDT,9/3/15,1.01,1.02,0.02,2016,1,2015,3,BTO,7274,7029.1,244.9,3.484,107.645
Merck & Co Inc,MRK,10/27/15,0.91,0.96,0.02,2015,3,2015,3,BTO,10073,10091.198,-18.198,-0.18,86.641
Metlife Inc,MET,11/4/15,1.47,0.62,0.05,2015,3,2015,3,AMC,17967,17368,-1648,-9.488,418.656
Michael Kors Holdings Ltd,KORS,11/4/15,0.89,1.01,0.02,2016,2,2015,3,BTO,1129.981,1073.415,56.566,5.269,7.102
Microchip Technology Inc,MCHP,11/4/15,0.57,0.59,0.01,2016,2,2015,3,AMC,541.391,552.383,-10.992,-1.989,1.865
Micron Technology Inc,MU,10/1/15,0.37,0.37,0.09,2015,4,2015,3,AMC,3600,3598.073,1.927,0.053,93.08
Microsoft Corp,MSFT,10/22/15,0.58,0.67,0.02,2016,1,2015,3,AMC,20379,21230.333,-851.333,-4.009,700.895
Mohawk Industries Inc,MHK,11/5/15,3,2.98,0.05,2015,3,2015,3,AMC,2150.656,2174.443,-23.787,-1.093,16.487
Molson Coors Brewing Co B,TAP,11/5/15,1.28,1.4,0.05,2015,3,2015,3,BTO,1454.3,1024,-6.6,-0.644,62.225
